fac_hydroid	hydroid	ftype	name	riverseg	tnt	exempt_value
72008	60133	municipal	DAN RIVER	OD6_8660_8621	non-tidal	5.184
72016	74509	commercial	Lake Salisbury Transfer	JB0_7071_0000	tidal	0.000000000000000000000
72016	74510	commercial	Monacan Lake (#1)	JB0_7071_0000	tidal	0.000000000000000000000
72016	74511	commercial	Buckingham Lake (#8)	JB0_7071_0000	tidal	0.000000000000000000000
72017	74508	commercial	Irrigation Pond	PM3_4670_4660	non-tidal	0.000000000000000000000
72018	58855	irrigation	POND	JB0_7074_0000	tidal	0.000000000000000000000
72021	62444	commercial	SYCAMORE CREEK	OR4_8120_7890	non-tidal	0.087806452
72022	59672	municipal	RAPIDAN R TO HUNTING RUN RES	RU4_6040_6030	non-tidal	0.048006301369863013698630
72023	59680	nuclearpower	LAKE ANNA UNIT #2	YP2_6390_6330	non-tidal	12.68940704568832480614
72023	60093	nuclearpower	LAKE ANNA HYDRO DAM	YP2_6390_6330	non-tidal	0.01019310470660465775
72023	62173	nuclearpower	LAKE ANNA UNIT #1	YP2_6390_6330	non-tidal	12.66137857354227902226
72030	58842	irrigation	FARM POND 2 (Back Pond) (dug)	MN1_7620_7710	non-tidal	0.003484107579462102689520
72030	60199	irrigation	Home Pond 	MN1_7620_7710	non-tidal	0.002845354523227383863260
72030	60306	irrigation	FARM POND 1 (on Rt. 1) (dug)	MN1_7620_7710	non-tidal	0.003797677261613691931440
72030	60888	irrigation	RITCHIE FARM POND 1	MN1_7620_7710	non-tidal	0.000000000000000000000000
72030	60918	irrigation	RITCHIE FARM POND 2	MN1_7620_7710	non-tidal	0.000000000000000000000000
72030	63093	irrigation	FARM POND 1 (home farm)	MN1_7620_7710	non-tidal	0.008710268948655256723800
72030	63819	irrigation	FARM POND 2 (Rt 1)	MN1_7620_7710	non-tidal	0.008710268948655256723800
72030	64563	irrigation	BURTON FARM POND	MN1_7620_7710	non-tidal	0.000000000000000000000000
72030	428660	irrigation	Rao Farm Pond	MN1_7620_7710	non-tidal	0.010452322738386308068560
72031	60071	manufacturing	YORK RIVER	YL0_6931_0000	tidal	108
72035	62479	commercial	IRRIGATION POND	OR2_7900_7740	non-tidal	0.045205479452054794520548
72036	59423	irrigation	NF SHENANDOAH RIVER    HOME	PS2_5560_5100	non-tidal	0.000000000000000000000000
72036	59959	irrigation	NF SHENANDOAH RIVER    GOODS	PS2_5560_5100	non-tidal	0.000000000000000000000000
72036	63127	irrigation	NF SHENANDOAH RIVER    BAKERS	PS2_5560_5100	non-tidal	0.000000000000000000000000
72040	65216	irrigation	FARM POND	OR2_8460_8271	non-tidal	0.00000000000000000000
72044	59252	commercial	RICHARDSON POND/IRRAGATION P	YP3_6470_6690	non-tidal	0.064054794520547725254126
72044	62886	commercial	TANYARD BRANCH	YP3_6470_6690	non-tidal	0.000000000000000000000000
72045	62063	commercial	CHICKAHOMINY RIVER	JB3_6820_7053	non-tidal	0.432
72045	63918	commercial	BUCK'S POND	JB3_6820_7053	non-tidal	0.648
72048	63989	irrigation	FARM POND	MN5_8161_8160	non-tidal	0.010027397
72049	63252	irrigation	STREAM (Snead Branch)- KELLY FARM	ES0_0000_0000	tidal	0.079065166808415039235200
72052	60947	municipal	SPRING	JU1_7630_7490	non-tidal	0.102
72054	64188	manufacturing	NEW RIVER	NR6_8050_8051	non-tidal	82.286
72060	74472	commercial	Clear Creek Lake	TU0_9160_0000	non-tidal	0.000000000000000000000
72068	59346	municipal	COLES RUN RESERVOIR	PS2_6730_6660	non-tidal	1.708709677
72070	62139	irrigation	MOSSY CREEK	PS3_5990_6161	non-tidal	0.000000000000000000000
72070	64530	irrigation	North River	PS3_5990_6161	non-tidal	0.000000000000000000000
72074	60523	irrigation	POND       6 AC TOBACCO	OR2_8460_8271	non-tidal	0.00000000000000000000
72074	61506	irrigation	POND       3 AC TOBACCO	OR2_8460_8271	non-tidal	0.00000000000000000000
72074	61686	irrigation	POND       2 AC TOBACCO	OR2_8460_8271	non-tidal	0.00000000000000000000
72074	61687	irrigation	SNOW CREEK     2 AC TOBACCO	OR2_8460_8271	non-tidal	0.00000000000000000000
72074	64411	irrigation	POND       7 AC TOBACCO	OR2_8460_8271	non-tidal	0.00000000000000000000
72077	68389	municipal	Rappahannock River	RU5_6030_0001	non-tidal	3.140824888911986441296688
72077	225756	municipal	Lake Mooney	RU5_6030_0001_rpr	non-tidal	2.891761960403082051853997
72079	74475	commercial	Stream	PM3_4670_4660	non-tidal	0.102739726027397260273973
72085	60872	irrigation	POND	OD3_8340_8520	non-tidal	0.00000000000000000000
72087	62692	municipal	ROANOKE RIVER   GLENVAR WTP 2	OR2_7900_7740	non-tidal	3.541
72090	74474	commercial	Lake Gaston	OR7_8490_0000	non-tidal	0.000000000000000000000
72102	64998	mining	MIDDLE CREEK	TU3_8480_8680	non-tidal	0.064516129
72102	65001	mining	LONG HOLLOW IMP	TU3_8480_8680	non-tidal	0.031612903
72110	64062	irrigation	PRINCE SC	MN3_8010_7950	non-tidal	0.000000000000000000000
72110	64104	irrigation	Prince 95	MN3_8010_7950	non-tidal	0.000000000000000000000
72111	58878	commercial	8-9 Crossing	YM3_6430_6620	non-tidal	0.000210512726454052675414
72115	63662	irrigation	HATCHERS RUN	MN1_7620_7710	non-tidal	0.00000000000000000000
72117	59085	irrigation	Nottaway River - Sussex 8, 9, & 10	MN3_7930_8010	non-tidal	0.021645281324356071288445
72117	59089	irrigation	Nottoway River - Sussex 11,12, & 18	MN4_7710_8161	non-tidal	0.085716451772771953266027
72117	59861	irrigation	Nottaway River - Sussex 1, 3, 6, 7, & 15	MN4_7710_8161	non-tidal	0.034939636765885674075665
72118	60251	irrigation	NORTH FORK SHENANDOAH RIVER	PS2_5560_5100	non-tidal	0.18916129
72118	61105	irrigation	N F SHENANDOAH R - SVA LAND	PS2_5560_5100	non-tidal	0.022465753424657534246575
72122	74480	commercial	Irrigation Pond	MN2_7850_0000	tidal	0.000000000000000000000
72125	59859	commercial	James River	JL7_6800_7070	non-tidal	0.000000000000000000000
72140	60226	irrigation	GRASSEY CREEK	OD6_8660_8621	non-tidal	0.00000000000000000000
72140	60277	irrigation	FARM POND	OD6_8660_8621	non-tidal	0.00000000000000000000
72143	90454	commercial	River Pump (Occoquan)	PL0_5251_0000	tidal	0.000000000000000000000
72144	61559	irrigation	SOUTH RIVER   DOOMS FARM	PS2_6490_6420	non-tidal	0.161290323
72150	62449	irrigation	APPOMATTOX RIVER	JA4_7280_7340	non-tidal	0.104516129
72152	64791	municipal	BIG MOCCASIN CREEK	TU1_9010_9290	non-tidal	2.07
72153	74478	commercial	Pond #5	OD3_8630_8720	non-tidal	0.00000000000000000000
72161	65320	irrigation	DUG POND 11 PIERCE TAYLOR	ES0_0000_0000	tidal	0.140290861382319747738356
72161	65321	irrigation	FARM POND 10 BALDTRIP	ES0_0000_0000	tidal	0.035890335412673383841205
72161	65322	irrigation	FARM POND 12 BREEZE PT/CEDAR G	ES0_0000_0000	tidal	0.143348972802097834886521
72161	65323	irrigation	FARM POND 13 HAGAN	ES0_0000_0000	tidal	0.047740517164313471523014
72161	65324	irrigation	FARM POND 14 HOGNECK	ES0_0000_0000	tidal	0.051563156439036080465151
72161	65325	irrigation	FARM POND  1  DUBLIN	ES0_0000_0000	tidal	0.176860777110499373171123
72161	65326	irrigation	FARM POND  2  HICKMAN	ES0_0000_0000	tidal	0.107798427547177571841096
72161	65327	irrigation	FARM POND  3  TOWNSEND	ES0_0000_0000	tidal	0.121942192863651224877096
72161	65328	irrigation	FARM POND  4  H NOCK/HH	ES0_0000_0000	tidal	0.082484060794570072700986
72161	65329	irrigation	FARM POND  5  DUBLIN 2	ES0_0000_0000	tidal	0.193680389919278852472164
72161	65330	irrigation	FARM POND  6  MADDOX	ES0_0000_0000	tidal	0.090384181962330131150904
72161	65331	irrigation	FARM POND  7  DAVIS	EL3_5972_0000	tidal	0.045744249987513886863397
72161	65332	irrigation	FARM POND  8  POP GROVE/PRKR	ES0_0000_0000	tidal	0.052115315445384901753096
72161	65333	irrigation	FARM POND  9  NEW LAND	ES0_0000_0000	tidal	0.096457931032167165346027
72162	74492	commercial	Pond at #11	MN2_7850_0000	tidal	0.00000000000000000000
72169	62243	irrigation	DITTERS FORK CREEK	OR2_8460_8271	non-tidal	0.00000000000000000000
72173	60399	fossilpower	NEW RIVER #1	NR6_8000_0000	tidal	352.79
72173	65318	fossilpower	NEW RIVER #2 DUST CONTROL	NR6_8000_0000	tidal	0.216147945
72179	61556	irrigation	SOUTH FORK SHENANDOAH RIVER	PS4_5840_5240	non-tidal	0.000000000000000000000000
72187	63169	irrigation	N.F. SHENANDOAH	PS2_5560_5100	non-tidal	0.259354839
72187	63170	irrigation	FARM SPRING	PS2_5560_5100	non-tidal	0.00000000000000000000
72190	60278	irrigation	GRAVELLY RUN	MN1_7620_7710	non-tidal	0.00000000000000000000
72191	59094	commercial	Town Spring 	PM3_4660_4620	non-tidal	0.000000000000000000000
72191	398932	commercial	Rock Spring	PM3_4660_4620	non-tidal	0.000000000000000000000
72194	65035	municipal	NEW RIVER	NR5_8760_8640	non-tidal	10.00000000000000000000
72198	60526	irrigation	DUG POND	YP4_6750_0001	non-tidal	0.00000000000000000000
72198	61069	irrigation	DUG POND	YP4_6750_0001	non-tidal	0.00000000000000000000
72203	60974	commercial	POGUE RUN	PS3_6460_6230	non-tidal	0.145741935
72207	90452	commercial	Signature at West Neck	MN2_7850_0000	tidal	0.00000000000000000000
72211	65076	agriculture	Stream	OR5_7890_7970	non-tidal	0.000000000000000000000
72212	61552	irrigation	SOUTH FORK ROANOKE RIVER	OR2_8020_8130	non-tidal	0.001705134994540231231759
72212	62076	irrigation	SOUTH FORK ROANOKE RIVER	OR2_8020_8130	non-tidal	0.129032258
72214	60041	municipal	SOUTH JONES CREEK	OD3_8630_8720	non-tidal	0.666
72214	62177	municipal	LITTLE BEAVER CREEK	OD3_8630_8720	non-tidal	7.3
72214	65360	municipal	BEAVER CREEK RESERVOIR	OD3_8630_8720	non-tidal	10
72214	65361	municipal	LEATHERWOOD CREEK	OD3_8720_8900_leatherwood	non-tidal	4
72216	60307	irrigation	FARM POND	RL0_6531_0000	tidal	0.00000000000000000000
72216	63708	irrigation	FARM POND	RL0_6531_0000	tidal	0.00000000000000000000
72217	61618	irrigation	FARM POND	OD2_8670_8890	non-tidal	0.00000000000000000000
72222	74501	commercial	Spring	OD3_8340_8520	non-tidal	0.000547945205479448532290
72224	59616	irrigation	NORTH ANNA RIVER - MF3	YP3_6700_6670	non-tidal	0.054557823129251700681000
72224	64245	irrigation	NORTH ANNA RIVER - MF4	YP3_6700_6670	non-tidal	0.095442176870748299319000
72226	62979	municipal	ALVEY SPRING	JU3_6380_6900	non-tidal	0.023
72226	62981	municipal	KLONDIKE SPRING	JU3_6380_6900	non-tidal	0.03583871
72228	59155	irrigation	Hawksbill Creek	PS5_5240_5200	non-tidal	0.00000000000000000000
72228	65345	irrigation	SPRING	PS5_5240_5200	non-tidal	0.00000000000000000000
72230	63137	commercial	SMITH CREEK	PS2_5560_5100	non-tidal	0.384193548
72231	58831	mining	JAMES RIVER	JB0_7071_0000	tidal	0.00000000000000000000
72232	61517	irrigation	SOUTH FORK SHENANDOAH RIVER	PS4_5840_5240	non-tidal	0.459806452
72234	74498	commercial	Irrigation Pond	JB0_7052_0001	non-tidal	0.000000000000000000000
72242	63901	irrigation	POND	EL0_6610_0000	tidal	0.00000000000000000000
72243	63890	irrigation	MUDDY CREEK	PS3_5990_6161	non-tidal	0.00000000000000000000
72245	58740	irrigation	Broad Run	PL0_5141_5140	non-tidal	0.000000000000000000000
72246	65210	fossilpower	JAMES RIVER INTAKE	JL6_6970_6740	non-tidal	10.43835616438356164384
72247	65213	municipal	JAMES RIVER	JL7_6800_7070	non-tidal	45.12328767123287671233
72250	59563	fossilpower	Storage Reservoir (CVWSC)	JL6_6970_6740	non-tidal	0.851890410958904109589041
72251	59347	municipal	APPOMATTOX RIVER	JA5_7460_0000	tidal	227
72252	65022	municipal	KENTS RIDGE ROAD SPRING	TU3_8480_8680	non-tidal	0.191
72252	65026	municipal	CLINCH RIVER	TU3_8480_8680	non-tidal	7
72259	63150	commercial	BEAVERDAM RUN	PL1_5690_0001	non-tidal	0.935
72262	64168	commercial	STONY CREEK	PS3_5100_5080	non-tidal	0.506451613
72263	64677	commercial	Irrigation Lake	JU3_6790_7260	non-tidal	0.047483871
72264	63691	irrigation	MIDDLE RIVER	PS3_6460_6230	non-tidal	0.00000000000000000000
72268	63103	manufacturing	LAKE RITCHIE	RU4_5640_6030	non-tidal	0.158387097
72271	61546	commercial	POND	MN3_7540_7680	non-tidal	0.036024658
72273	90453	commercial	South Anna River	YP3_6470_6690	non-tidal	0.07004494863013764090
72273	225773	commercial	Golf Course Pond at #18 (Combined Golf Course and Residential Irrigation)	YP3_6470_6690	non-tidal	0.23132491438356390287
72274	58773	irrigation	CUB RUN	PS4_5840_5240	non-tidal	0.153972603
72274	58775	irrigation	South Fork Shenandoah River	PS4_5840_5240	non-tidal	0.000000000000000000000
72281	60310	irrigation	MANURE LAGOON	PS2_6730_6660	non-tidal	0.00000000000000000000
72281	64060	irrigation	SOUTH RIVER	PS2_6730_6660	non-tidal	0.00000000000000000000
72289	62072	irrigation	FARM POND	YP0_6782_0000	tidal	0.010986301369863013698630
72290	62934	commercial	IVY CREEK TRIBUTARY	JL2_6441_6520_ivy_creek	non-tidal	0.057096774
72292	74482	commercial	Pond	PL2_4970_5250	non-tidal	0.000000000000000000000
72295	63025	mining	RAPPAHANNOCK RIVER	RL5_6070_0000	tidal	1.529032258
72302	60374	municipal	LAKE WRIGHT	JB0_7381_0000	tidal	77.5
72303	74484	commercial	Lake #13	ooked_run	non-tidal	0.014164383561644082191727
72305	63280	municipal	SPRING #1	PS5_4380_4370	non-tidal	0.000000000000000000000000
72305	64557	municipal	SPRING #4, #5, #6	PS5_4380_4370	non-tidal	0.011979640814767527551316
72305	65279	municipal	SPRING #3	PS5_4380_4370	non-tidal	0.000306126269561657615079
72310	61075	mining	HAYFIELD POND	RL5_6070_0000	tidal	0.00000000000000000000
72310	63933	mining	Hayfield Ponds	RL5_6070_0000	tidal	0.00000000000000000000
72313	63865	irrigation	DUG POND	PM1_4430_4200	non-tidal	0.00000000000000000000
72315	64286	irrigation	DRY RIVER	PS3_5990_6161	non-tidal	0.00000000000000000000
72317	59360	irrigation	SOUTH RIVER	PS2_6490_6420	non-tidal	1.670967742
72318	74483	commercial	Pond	MN5_8230_8161	non-tidal	0.000000000000000000000
72320	60344	irrigation	FARM POND	JB0_7072_0000	tidal	0.871935484
72320	61638	irrigation	STREAM	JB0_7072_0000	tidal	0.00000000000000000000
72322	60064	municipal	WHITE OAK LAKE	RU2_5940_6200	non-tidal	1.41
72325	62753	municipal	ROARING RUN	JU3_6950_7330	non-tidal	0.075806452
72326	61550	manufacturing	JAMES RIVER	JB0_7074_0000	tidal	43
72327	59807	commercial	JAMES RIVER	JB0_7073_0000	tidal	0.023167286245353159851400
72327	64119	commercial	EARLE BASIN DREDGE POND	JB0_7074_0000	tidal	0.014832713754646840148600
72328	61031	manufacturing	CATAWBA CREEK	JU1_7560_7500	non-tidal	0.322
72330	59625	irrigation	COLLINS RUN IRRIGATION INTAKE	JB3_7053_0001	non-tidal	0.00000000000000000000
72348	74481	commercial	#4 Pond	RU2_5220_5640	non-tidal	0.026796604196919266787220
72349	60457	irrigation	BLACKWATER RIVER	MN4_8080_8110	non-tidal	2.001369863
72351	63962	irrigation	NORTH RIVER	PS3_6280_6230	non-tidal	0.043806452
72362	60500	irrigation	NORTH RIVER	PS3_6280_6230	non-tidal	0.000000000000000000000
72363	62090	irrigation	CONFLUENCE OF MIDDLE & NORTH	PS3_6460_6230	non-tidal	0.082191781
72364	60911	irrigation	SILVER LAKE	PS0_6160_6161	non-tidal	0.017369326560707706297570
72364	65346	irrigation	COOKS CREEK	PS0_6160_6161	non-tidal	0.019630673439292020885890
72365	90450	commercial	Pond A	YL0_7370_0000	tidal	0.008821917808219178082192
72366	58766	irrigation	MIDDLE RIVER-South	PS3_6460_6230	non-tidal	0.029589041
72366	64474	irrigation	North River	PS3_6280_6230	non-tidal	0.000071471113758189398446
72366	68410	irrigation	Middle River- North	PS3_6280_6230	non-tidal	0.001000595592614651578313
72366	286837	irrigation	South River	PS2_6420_6360	non-tidal	0.000625372245384157236460
72371	74477	commercial	Spring	OR5_7970_8200	non-tidal	0.000000000000000000000
72379	60294	irrigation	MIDDLE RIVER	PS3_6460_6230	non-tidal	0.00000000000000000000
72379	63766	irrigation	MIDDLE RIVER	JL2_6240_6520	non-tidal	0.00000000000000000000
72386	74476	commercial	#3 Pond	TU3_8480_8680	non-tidal	0.000000000000000000000
72388	60473	irrigation	RAPPAHANNOCK R - CAMDEN RD	RL5_6070_0000	tidal	0.365479452
72388	62064	irrigation	RAPPAHANNOCK R - HAZELWOOD LN	RL5_6070_0000	tidal	0.275342466
72389	60434	irrigation	SOUTH ANNA RIVER	YP3_6690_6720	non-tidal	0.055890411
72389	62750	irrigation	FARM POND	YP3_6690_6720	non-tidal	0.640438356
72391	59778	irrigation	Shenandoah River	PS4_5840_5240	non-tidal	0.000000000000000000000
72391	64210	irrigation	South Fork Shenandoah	PS4_5840_5240	non-tidal	0.000000000000000000000
72393	63327	municipal	STRASBURG RESERVOIR	PS3_5100_5080	non-tidal	0.429
72394	225783	commercial	Irrigation Pond	PM7_4620_4580_broad_run	non-tidal	0.24657534246575342466
72398	64959	municipal	SOUTH HOLSTON LAKE	TU4_9090_0000	non-tidal	20.16
72399	64777	commercial	DUCK POND	NR6_7820_7960	non-tidal	0.048387097
72411	65043	municipal	HOLSTON RIVER	TU2_8790_9070	non-tidal	0.36
72412	64678	commercial	ACCOTINK CR-DANIELS RUN	PL0_5010_5130	non-tidal	0.309677419
72414	62498	commercial	POWHATAN CREEK	JB0_7072_0000	tidal	0.00000000000000000000
72421	64247	municipal	NORTH FORK SHENANDOAH RIVER	PS3_5100_5080	non-tidal	20
72422	62778	manufacturing	RESERVOIR	JL6_6890_6990	non-tidal	0.138387097
72423	60472	mining	SHENANDOAH QUARRY	PS1_4830_5080	non-tidal	0.022178042230323145625556
72423	65511	mining	Dominion Quarry	PS1_4830_5080	non-tidal	1.165347738514847101939348
72424	60366	irrigation	SOUTH FORK SHENANDOAH RIVER	PS4_5840_5240	non-tidal	0.280258065
72427	59416	commercial	ROCK QUARRY	JL7_7070_0001	non-tidal	2.16
72428	60385	manufacturing	JAMES RIVER	JL7_7070_0001	non-tidal	0.316451613
72429	59919	manufacturing	POTTS CREEK	JU2_7360_7000	non-tidal	6
72431	65145	irrigation	FARM POND	OR2_7610_7780	non-tidal	0.031287671
72434	60159	irrigation	UNDERHILL POND	EL0_6920_0000	tidal	0.00000000000000000000
72435	74504	commercial	Pond / Course Irrigation	YL0_6930_0000	tidal	0.000000000000000000000
72438	58825	municipal	HARWOOD'S MILL RESERVOIR	YL0_7370_0000	tidal	65.04452055
72439	58859	municipal	DIASCUND RESERVOIR	JB0_7052_0001	non-tidal	60.04109589
72440	59933	commercial	LEE HALL RESERVOIR	JB0_7390_0000	tidal	1.000684932
72441	65064	manufacturing	Barbours Creek	JU3_7490_7400	non-tidal	0.000000000000000000000
72443	60710	manufacturing	PEAK CREEK	NR6_8500_7820	non-tidal	1
72446	59712	municipal	BUFFALO RIVER	JL2_7240_7350	non-tidal	1.00000000000000000000
72447	59791	manufacturing	MAURY RIVER	JU4_7260_7380	non-tidal	1.01
72448	60334	commercial	MAIN LAKE	RU4_6040_6030	non-tidal	0.864
72449	60602	municipal	STEPHENS CITY QUARRIES	ooked_run	non-tidal	6.48
72449	63249	municipal	CLEARBROOK QUARRIES	PU2_4220_3900	non-tidal	6.004109589
72450	63768	commercial	LAKE MEADOWBROOK	JB0_7071_0000	tidal	1.29
72451	64696	irrigation	POND	JB2_7800_0001	non-tidal	0.00000000000000000000
72452	64513	irrigation	POND	EL0_6610_0000	tidal	0.00000000000000000000
72455	62198	commercial	1.5 ACRE GOLF COURSE POND	JA2_7290_0001	non-tidal	0.005354839
72459	90458	commercial	Irrigation Pond	JA2_7550_7280	non-tidal	0.014000000000000000000000
72460	65532	municipal	Lake Manassas	PL0_5141_5140	non-tidal	16
72460	225072	municipal	Lake Manassas-L.L.C Stonewall Golf Course	PL2_5140_5360	non-tidal	0.010050642207264077280000
72460	225073	municipal	Lake Manassas-Trent Jones GC	PL2_5140_5360	non-tidal	0.078498673522863348960000
72461	62920	mining	MATTAPONI RIVER	YM3_6430_6620	non-tidal	1.161290323
72465	59218	manufacturing	GORDONSVILLE QUARRY	YP3_6470_6690	non-tidal	3.24
72466	65057	irrigation	Henshaw Farm Pond	JA5_7480_0001	non-tidal	0.000000000000000000000
72466	74494	irrigation	Big Pond	JA5_7480_0001	non-tidal	0.000000000000000000000
72470	90464	commercial	Potomac River	PM7_4620_4580	non-tidal	0.230136986301369863013699
72471	64118	municipal	S FORK SHENANDOAH RIVER	PS5_5240_5200	non-tidal	4.00000000000000000000
72471	64156	municipal	SLOAN CREEK 	PS5_5200_4380	non-tidal	0.0000000000000000000000
72471	65212	municipal	HAPPY CREEK 	PS5_5200_4380	non-tidal	0.0000000000000000000000
72474	59638	irrigation	FARM POND #3	PL0_6130_0000	tidal	0.000000000000000000000
72474	64182	irrigation	FARM POND #2	PL0_6130_0000	tidal	0.720493151
72474	64201	irrigation	FARM POND #1	PL0_6130_0000	tidal	0.756517808
72475	58871	irrigation	PAMUNKEY RIVER - ML 7 & 8 (Manskin)	YP0_6840_0001	non-tidal	0.032049167119136630526027
72475	59088	irrigation	Pamunkey River - ML3	YP4_6750_0001	non-tidal	0.010056483524186567350685
72475	59762	irrigation	PAMUNKEY RIVER - SH 3,6,7 WB 1	YP4_6750_0001	non-tidal	0.007701616406113804175342
72475	63974	irrigation	ML4,5,6	YP4_6750_0001	non-tidal	0.058312984422697603408219
72475	64263	irrigation	PAMUNKEY RIVER - SH 1 & 2  (Summerhill)	YP4_6750_0001	non-tidal	0.046105269739650773468493
72475	64264	irrigation	PAMUNKEY RIVER - NC2 (NEWCASTLE)	YP5_6780_0000	tidal	0.038294003201653315131507
72475	64407	irrigation	Pamunkey River- GF1	YP4_6750_0001	non-tidal	0.012218157552750035098630
72476	60592	irrigation	RT 54 POND PIPE SITE 3	YP3_6690_6720	non-tidal	0.020944408055945209226986
72476	60612	irrigation	S ANNA PMP SITE 6 R617 PVOT F2	YP3_6470_6690	non-tidal	0.043580553361313434291096
72476	60625	irrigation	S ANNA PUMP SITE 5 FIELD 15 F1	YP3_6690_6720	non-tidal	0.005043989478882332712329
72476	60626	irrigation	S ANNA PUMP SITE 4 FIELD 7 F1	YP3_6690_6720	non-tidal	0.003670209625866881810685
72476	62082	irrigation	RT 54 S ANNA PUMP SITE 1	JB0_7073_0000	tidal	0.022323285422329919686849
72476	62083	irrigation	S ANNA PMP SITE 7 R617 PIPE F2	YP3_6470_6690	non-tidal	0.020319962668210913364932
72476	63793	irrigation	RT 54 POND PIVOT SITE 2	YP3_6690_6720	non-tidal	0.036653669881660852316575
72476	63815	irrigation	S ANNA PUMP SITE 8 RT738 F3	YP3_6690_6720	non-tidal	0.073752097804789601072055
72476	65293	irrigation	S ANNA PUMP SITE 9 RT738 F3	YP3_6470_6690	non-tidal	0.006588536029767978808493
72477	60181	irrigation	MATTAPONI RIVER  100 ACRES	YM0_6622_0000	tidal	0.077142857142857142855600
72477	60298	irrigation	MATTAPONI RIVER BESIDE BRIDGE	YM0_6622_0000	tidal	0.100662020905923344950200
72477	60990	irrigation	NORTH ANNA R NR RT 30 BRIDGE	YP3_6700_6670	non-tidal	0.000000000000000000000000
72477	61840	irrigation	NORTH ANNA R NR COUNTY PUMP	YP3_6330_6700	non-tidal	0.00000000000000000000
72477	63760	irrigation	MATTAPONI RIVER  165 ACRES	YM0_6622_0000	tidal	0.095644599303136202089200
72477	63832	irrigation	MATTAPONI RIVER BY MILL DAM B	YM0_6622_0000	tidal	0.106620209059233135889800
72477	64021	irrigation	MATTAPONI RIVER  SS WDBURY RD	YM0_6622_0000	tidal	0.105052264808362682929200
72477	64640	irrigation	POND  10 ACRES	YM0_6622_0000	tidal	0.054878048780487773517000
72478	64693	irrigation	Abrams Pond	EL0_7060_0000	tidal	0.000000000000000000000
72489	61558	manufacturing	JAMES RIVER	JB0_7074_0000	tidal	220
72490	60351	irrigation	NOTTOWAY RIVER	MN3_7930_8010	non-tidal	0.085013698630136986301370
72490	68412	irrigation	Nottoway River	MN3_7930_8010	non-tidal	0.000000000000000000000000
72490	68413	irrigation	Nottoway River	MN3_7930_8010	non-tidal	0.000000000000000000000000
72495	61655	municipal	SMITH RIVER	OD3_8630_8720	non-tidal	5.17808219178082191781
72505	64727	commercial	ON-SITE RESERVOIR, STREAM FED	PL2_4970_5250	non-tidal	1.4
72506	64706	manufacturing	JAMES RIVER	JB0_7071_0000	tidal	5.35
72509	64700	irrigation	South Fork Shenandoah River	PS4_6360_5840	non-tidal	0.000000000000000000000
72513	64735	municipal	COOPER SPRING	PM1_4430_4200	non-tidal	0.824387097
72513	64738	municipal	JT HIRST RESERVOIR	PM1_4430_4200	non-tidal	0.470321918
72516	64960	hydropower	NEW RIVER	NR5_8870_8760	non-tidal	0.00000000000000000000
72519	64968	mining	ROARING FORK	TU3_8880_9230	non-tidal	0.139
72520	64973	mining	CALLAHAN CREEK	TU3_8880_9230	non-tidal	0.142
72522	64943	municipal	STUMP SPRING	TU4_8680_8810	non-tidal	0.067741935
72523	58876	hydropower	JOHN H KERR RESERVOIR	OR7_8490_0000	non-tidal	0.00000000000000000000
72532	62077	municipal	LITTLE CREEK RESERVOIR	JB0_7050_0000_little_creek	tidal	60.04109589
72535	64930	commercial	KIMBERLING CREEK	NR3_8290_8170	non-tidal	0.25
72536	61568	municipal	JACKSON RIVER	JU3_6950_7330	non-tidal	102
72538	58931	municipal	SUGAR HOLLOW RESERVOIR	JL2_6440_6441_moormans_sugar_hollow	non-tidal	25.323407720901972843374
72538	59894	municipal	RAGGED MOUNTAIN RESERVOIRS	JL4_6520_6710_ragged_mtn	non-tidal	23.597140224303506608680
72546	65036	fossilpower	CLINCH RIVER	TU4_8810_9000	non-tidal	18.835
72548	65378	municipal	Smith Mountain Lake	OR4_8271_8120	non-tidal	6.31780821917808219178
72550	59083	irrigation	FARM POND	YP3_6690_6720	non-tidal	0.004366318377381684081600
72550	60400	irrigation	FARM POND	YP3_6690_6720	non-tidal	0.000000000000000000000000
72550	60910	irrigation	NEWFOUND RIVER	YP3_6690_6720	non-tidal	0.114969883220651505838800
72553	64561	irrigation	Cooks Creek	PS0_6160_6161	non-tidal	0.00000000000000000000
72555	60542	commercial	Lake 6	EL0_7220_0000	tidal	0.000000000000000000000
72555	61037	commercial	Lake 17	EL0_7220_0000	tidal	0.000000000000000000000
72555	61039	commercial	Lake 2	EL0_7220_0000	tidal	0.000000000000000000000
72555	61056	commercial	Lake 16	EL0_7220_0000	tidal	0.000000000000000000000
72555	61093	commercial	Lake 4	EL0_7220_0000	tidal	0.000000000000000000000
72555	61536	commercial	Lake 13	EL0_7220_0000	tidal	0.000000000000000000000
72555	62413	commercial	Lake 3	EL0_7220_0000	tidal	0.000000000000000000000
72555	62821	commercial	Lake 7	EL0_7220_0000	tidal	0.000000000000000000000
72555	63295	commercial	Lake 8	EL0_7220_0000	tidal	0.000000000000000000000
72555	63684	commercial	Lake 9	EL0_7220_0000	tidal	0.000000000000000000000
72555	63818	commercial	Lake 15	EL0_7220_0000	tidal	0.000000000000000000000
72555	63923	commercial	Lake 14	EL0_7220_0000	tidal	0.000000000000000000000
