"MP_hydroid","Hydrocode","Source_Type","MP.Name","Facility_hydroid","Facility","Use_Type","Latitude","Longitude","FIPS","Locality_NA","OWS.Planner","X2017","X2018","X2019","X2020","X2021","fiveyr_avg_mgy","Locality","GW_type","SW_Type"
1716,"gwp_364050076552101","Groundwater","Downtown - Abandoned",67195,"Franklin Water System","Municipal",36.68081,-76.92286,51620,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Franklin",1,NA
1718,"gwp_364047076552405","Groundwater","Hunterdale #5",67195,"Franklin Water System","Municipal",36.69786,-76.95514,51620,NA,"rgreen",1.325,1.075,0.825,1.225,1.025,1.09,"City of Franklin",1,NA
1719,"gwp_364015076561804","Groundwater","College Dr #4",67195,"Franklin Water System","Municipal",36.67083,-76.93833,51620,NA,"rgreen",0.09,0.05,0.04,0.06,0.025,0.05,"City of Franklin",1,NA
1720,"gwp_363932076553701","Groundwater","Pretlow Park",67195,"Franklin Water System","Municipal",36.65939,-76.92589,51620,NA,"rgreen",146.341,160.339,191.794,179.296,160.323,167.62,"City of Franklin",1,NA
1721,"gwp_364151076571701","Groundwater","Hunterdale #7",67195,"Franklin Water System","Municipal",36.6975,-76.95472,51620,NA,"rgreen",156.655,131.953,114.663,148.283,129.001,136.11,"City of Franklin",1,NA
1730,"gwp_364326076155801","Groundwater","East Boiler #1",66943,"Bayshore Concrete Facility-Chesapeake","Manufacturing",36.7245,-76.26631,51550,NA,"rgreen",0,0,0,0,0,0,"City of Chesapeake",1,NA
1731,"gwp_364343076155702","Groundwater","Batch Plant #2",66943,"Bayshore Concrete Facility-Chesapeake","Manufacturing",36.72525,-76.26672,51550,NA,"rgreen",0,0,0.4275,1.285227,0,0.34,"City of Chesapeake",1,NA
1734,"gwp_363534076123798","Groundwater","NWR-OW-2",66884,"Northwest River/Western Branch Systems","Municipal",36.59275,-76.21021,51550,NA,"rgreen",0,0,0,0,0,0,"City of Chesapeake",1,NA
1735,"gwp_363534076123799","Groundwater","NWR OW-1",66884,"Northwest River/Western Branch Systems","Municipal",36.59266,-76.21017,51550,NA,"rgreen",0,0,0,0,0,0,"City of Chesapeake",1,NA
1736,"gwp_364857076133201","Groundwater","#2A",67450,"Indian River Water Company","Municipal",36.81625,-76.22583,51550,NA,"rgreen",12.6847,12.7565,4.4974,NA,NA,9.98,"City of Chesapeake",1,NA
1739,"gwp_364217076171701","Groundwater","IW-1 (Hole 15)",67148,"Chesapeake Golf Club","Commercial",36.70472,-76.28806,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1740,"gwp_364248076172301","Groundwater","IW-2 (Hole 11)",67148,"Chesapeake Golf Club","Commercial",36.71333,-76.28972,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1741,"gwp_364233076164701","Groundwater","IW-3 (Hole 3)",67148,"Chesapeake Golf Club","Commercial",36.70917,-76.27972,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1742,"gwp_364321076174501","Groundwater","Well #1",67422,"Cahoon Plantation","Commercial",36.7225,-76.29583,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1743,"gwp_364319076175001","Groundwater","Well #2",67422,"Cahoon Plantation","Commercial",36.72194,-76.29722,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1744,"gwp_364318076175301","Groundwater","Well #3",67422,"Cahoon Plantation","Commercial",36.72167,-76.29806,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1745,"gwp_364318076175701","Groundwater","Well #4",67422,"Cahoon Plantation","Commercial",36.72167,-76.29917,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1747,"gwp_363535076123799","Groundwater","NWR-OW-3",66884,"Northwest River/Western Branch Systems","Municipal",36.59293,-76.21031,51550,NA,"rgreen",0,0,0,0,0,0,"City of Chesapeake",1,NA
1748,"gwp_363445076120501","Groundwater","NWR-4",66884,"Northwest River/Western Branch Systems","Municipal",36.57921,-76.20158,51550,NA,"rgreen",7.862,2.287,1.054,3.487,1.382,3.21,"City of Chesapeake",1,NA
1749,"gwp_363535076111699","Groundwater","NWR-OW-5",66884,"Northwest River/Western Branch Systems","Municipal",36.59133,-76.18861,51550,NA,"rgreen",0,0,0,0,0,0,"City of Chesapeake",1,NA
1750,"gwp_363553076123001","Groundwater","NWR-2",66884,"Northwest River/Western Branch Systems","Municipal",36.59814,-76.20857,51550,NA,"rgreen",141.541,151.512,206.76,238.205,310.25,209.65,"City of Chesapeake",1,NA
1751,"gwp_363530076124199","Groundwater","NWR-OW-4",66884,"Northwest River/Western Branch Systems","Municipal",36.59159,-76.21138,51550,NA,"rgreen",0,0,0,0,0,0,"City of Chesapeake",1,NA
1752,"gwp_363644076105001","Groundwater","Well #4",67071,"Vdoc -Saint Brides / Indian Creek Correctional Center","Municipal",36.61181,-76.18,51550,NA,"rgreen",73.127,50.294,77.028,74.218,72.118,69.36,"City of Chesapeake",1,NA
1753,"gwp_363646076114601","Groundwater","Well #2",67165,"Norfolk City Of Nursery","Irrigation",36.61276,-76.19598,51550,NA,"rgreen",0.827507,0.969177,1.095774,1.129145,1.408185,1.09,"City of Chesapeake",1,NA
1754,"gwp_363814076132401","Groundwater","GB1",67325,"Greenbrier Farms Nursery","Agriculture",36.63723,-76.22334,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1755,"gwp_363815076132401","Groundwater","GB2",67325,"Greenbrier Farms Nursery","Agriculture",36.63751,-76.22307,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1758,"gwp_363825076133701","Groundwater","GB5",67325,"Greenbrier Farms Nursery","Agriculture",36.64002,-76.22668,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1759,"gwp_363830076134901","Groundwater","GB6",67325,"Greenbrier Farms Nursery","Agriculture",36.64167,-76.23002,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1760,"gwp_363830076134902","Groundwater","GB7",67325,"Greenbrier Farms Nursery","Agriculture",36.64167,-76.23002,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1761,"gwp_363854076133201","Groundwater","GB8",67325,"Greenbrier Farms Nursery","Agriculture",36.64808,-76.22529,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1762,"gwp_363854076133202","Groundwater","GB9",67325,"Greenbrier Farms Nursery","Agriculture",36.64808,-76.22529,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1763,"gwp_363857076134001","Groundwater","SQ1",67325,"Greenbrier Farms Nursery","Agriculture",36.64891,-76.22752,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1764,"gwp_363857076134101","Groundwater","SQ2",67325,"Greenbrier Farms Nursery","Agriculture",36.64918,-76.22779,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1765,"gwp_363858076134101","Groundwater","SQ3",67325,"Greenbrier Farms Nursery","Agriculture",36.64918,-76.22806,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1766,"gwp_363858076134201","Groundwater","SQ4",67325,"Greenbrier Farms Nursery","Agriculture",36.64919,-76.22808,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1767,"gwp_363849076142701","Groundwater","WI1",67325,"Greenbrier Farms Nursery","Agriculture",36.64694,-76.24084,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
1772,"gwp_364702076273399","Groundwater","MW-3",66884,"Northwest River/Western Branch Systems","Municipal",36.78394,-76.45919,51550,NA,"rgreen",0,0,0,NA,NA,0,"City of Chesapeake",1,NA
1773,"gwp_364725076264699","Groundwater","MW-4",66884,"Northwest River/Western Branch Systems","Municipal",36.79017,-76.44622,51550,NA,"rgreen",NA,NA,NA,NA,0,0,"City of Chesapeake",1,NA
1775,"gwp_363351076152601","Groundwater","Bldg 370  Well A",67140,"Naval Security Activity Northwest","Commercial",36.56308,-76.25669,51550,NA,"rgreen",19.5826,17.4445,24.7439,23.559,18.3111,20.73,"City of Chesapeake",1,NA
1776,"gwp_363347076152401","Groundwater","Bldg 369  Well #B",67140,"Naval Security Activity Northwest","Commercial",36.56406,-76.25731,51550,NA,"rgreen",0.0795,3.2057,0.178,0.0874,0.0123,0.71,"City of Chesapeake",1,NA
1777,"gwp_363353076152501","Groundwater","Bldg 368  Well C",67140,"Naval Security Activity Northwest","Commercial",36.56461,-76.25697,51550,NA,"rgreen",28.8017,27.5656,24.242,23.5086,19.0529,24.63,"City of Chesapeake",1,NA
1778,"gwp_363407076150801","Groundwater","Bldg 297  Well #8",67140,"Naval Security Activity Northwest","Commercial",36.56861,-76.25256,51550,NA,"rgreen",0,0,0,0,0,0,"City of Chesapeake",1,NA
1779,"gwp_363409076150901","Groundwater","Bldg 298  Well #9",67140,"Naval Security Activity Northwest","Commercial",36.56872,-76.25294,51550,NA,"rgreen",0,0,0,0,0,0,"City of Chesapeake",1,NA
1780,"gwp_363346076152101","Groundwater","NSANW 51A",67140,"Naval Security Activity Northwest","Commercial",36.56256,-76.256,51550,NA,"rgreen",11.3082,8.8632,7.2155,12.9477,3.2567,8.72,"City of Chesapeake",1,NA
1783,"gwp_364327076160003","Groundwater","West Boiler #3",66943,"Bayshore Concrete Facility-Chesapeake","Manufacturing",36.72525,-76.26672,51550,NA,"rgreen",0,0,0.1936,0.470908,0,0.13,"City of Chesapeake",1,NA
1784,"gwp_364859076133399","Groundwater","OW-2A (Test Well)",67450,"Indian River Water Company","Municipal",36.81636,-76.22569,51550,NA,"rgreen",NA,NA,0,NA,NA,0,"City of Chesapeake",1,NA
1787,"gwp_363636076115201","Groundwater","Well #3",67165,"Norfolk City Of Nursery","Irrigation",36.61006,-76.19781,51550,NA,"rgreen",0.066055,0.048655,0.019724,0.00154,0.0013,0.03,"City of Chesapeake",1,NA
1788,"gwp_363631076113901","Groundwater","Well #4",67165,"Norfolk City Of Nursery","Irrigation",36.60869,-76.19417,51550,NA,"rgreen",0.00265,0.00215,0.007592,0.004041,0.009259,0.01,"City of Chesapeake",1,NA
1789,"gwp_363410076150801","Groundwater","Bldg 299  Well #10",67140,"Naval Security Activity Northwest","Commercial",36.56889,-76.25303,51550,NA,"rgreen",0,0,0,0,0,0,"City of Chesapeake",1,NA
1792,"gwp_364457076171801","Groundwater","Well #1",66977,"Recycled Properties Mulch Yard","Commercial",36.74934,-76.28854,51550,NA,"rgreen",0.0303,0.1427,0.6085,0.4881,0.7142,0.4,"City of Chesapeake",1,NA
1793,"gwp_371447076461001","Groundwater","LP #2-BGD #4",66972,"Jcsa - Central System","Municipal",37.24648,-76.76937,51095,NA,"rgreen",450.4917,299.997,438.7283,420.4473,344.3606,390.8,"James City County",1,NA
1794,"gwp_371454076461001","Groundwater","LP #1-BGD #1",66972,"Jcsa - Central System","Municipal",37.24831,-76.76924,51095,NA,"rgreen",12.79499,0.147358,0,NA,NA,4.31,"James City County",1,NA
1795,"gwp_375631075271799","Groundwater","SOW 115-F (&WQ)",67083,"Chincoteague Town Of","Municipal",37.94211,-75.45473,51001,NA,"rgreen",NA,NA,NA,0,0,0,"Accomack County",1,NA
1798,"gwp_363505076121201","Groundwater","NWR-3",66884,"Northwest River/Western Branch Systems","Municipal",36.58495,-76.20357,51550,NA,"rgreen",145.726,140.719,188.956,212.299,288.066,195.15,"City of Chesapeake",1,NA
1801,"gwp_372106075545299","Groundwater","MW-1",67204,"Newman Farms","Irrigation",37.35179,-75.91431,51131,NA,"rgreen",NA,NA,NA,NA,0,0,"Northampton County",1,NA
1804,"gwp_364457076171802","Groundwater","Well #2",66977,"Recycled Properties Mulch Yard","Commercial",36.74927,-76.28839,51550,NA,"rgreen",0.0351,0.2187,0.2459,0.16082,1.10998,0.35,"City of Chesapeake",1,NA
1805,"gwp_364618076274101","Groundwater","WB#1",66884,"Northwest River/Western Branch Systems","Municipal",36.77181,-76.46222,51550,NA,"rgreen",398.959,398.807,384.815,439.215,439.98,412.36,"City of Chesapeake",1,NA
1806,"gwp_364632076273103","Groundwater","WB#3",66884,"Northwest River/Western Branch Systems","Municipal",36.78389,-76.4595,51550,NA,"rgreen",27.939,15.266,22.625,3.022,0,13.77,"City of Chesapeake",1,NA
1808,"gwp_363535076123701","Groundwater","NWR-1",66884,"Northwest River/Western Branch Systems","Municipal",36.5931,-76.21043,51550,NA,"rgreen",174.459,192.799,252.76,280.392,377.596,255.6,"City of Chesapeake",1,NA
1810,"gwp_364638076273899","Groundwater","MW-2",66884,"Northwest River/Western Branch Systems","Municipal",36.77733,-76.46047,51550,NA,"rgreen",0,0,0,NA,NA,0,"City of Chesapeake",1,NA
1811,"gwp_365147076343002","Groundwater","EDR Well",66961,"Western Tidewater Water Authority","Municipal",36.86387,-76.57226,51800,NA,"rgreen",431.1,389.347,145.554,299.922,915.958,436.38,"City of Suffolk",1,NA
1812,"gwp_364842076351901","Groundwater","Reids Ferry (+WQ)",66961,"Western Tidewater Water Authority","Municipal",36.81214,-76.58692,51800,NA,"rgreen",920.979,1040.48,1165.864,667.185,441.802,847.26,"City of Suffolk",1,NA
1813,"gwp_365412076304401","Groundwater","Crittenden Well (+WQ)",66961,"Western Tidewater Water Authority","Municipal",36.90338,-76.51221,51800,NA,"rgreen",0.57274,0.486889,3.080163,1.003748,7.81269,2.59,"City of Suffolk",1,NA
1814,"gwp_364812076435001","Groundwater","Windsor Well",66961,"Western Tidewater Water Authority","Municipal",36.80211,-76.731,51800,NA,"rgreen",NA,0,0,0,0,0,"City of Suffolk",1,NA
1815,"gwp_365640076352501","Groundwater","Benns Ch - Abandoned",66961,"Western Tidewater Water Authority","Municipal",36.94472,-76.58889,51800,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Suffolk",1,NA
1816,"gwp_365400076291502","Groundwater","Cedar Pt - Abandoned",66961,"Western Tidewater Water Authority","Municipal",36.90003,-76.48803,51800,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Suffolk",1,NA
1817,"gwp_364650076371601","Groundwater","Kings Pt #1 - Abandoned",66961,"Western Tidewater Water Authority","Municipal",36.78111,-76.62139,51800,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Suffolk",1,NA
1818,"gwp_365408076300201","Groundwater","Sleepy Lk #1 - Abandoned",66961,"Western Tidewater Water Authority","Municipal",36.90228,-76.50019,51800,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Suffolk",1,NA
1819,"gwp_373346075473901","Groundwater","Farm #2 (1082)",67394,"Painter Complex","Agriculture",37.56274,-75.79413,51001,NA,"rgreen",5.063,0.038,0.166,0.001,0,1.05,"Accomack County",1,NA
1820,"gwp_365150076342899","Groundwater","Deep Obs Well",66961,"Western Tidewater Water Authority","Municipal",36.86402,-76.57439,51800,NA,"rgreen",NA,NA,0,0,0,0,"City of Suffolk",1,NA
1821,"gwp_364245077182001","Groundwater","#1",66889,"Drewryville","Municipal",36.71161,-77.30408,51175,NA,"rgreen",1.6217,1.5369,1.2255,1.3937,1.5753,1.47,"Southampton County",1,NA
1822,"gwp_372360075553501","Groundwater","Well #1",67054,"Outten Farm","Irrigation",37.39998,-75.92631,51131,NA,"rgreen",5.708,8.398,5.716,6.826,0.664,5.46,"Northampton County",1,NA
1823,"gwp_372308075552801","Groundwater","Well #4",66939,"Highway Farm","Irrigation",37.38551,-75.92446,51131,NA,"rgreen",8.603,9.192,12.113,11.832,8.178,9.98,"Northampton County",1,NA
1824,"gwp_370500076280001","Groundwater","Sump #1 Collection Pit/Bldg 97",67017,"Thomas Jefferson National Accelerator Facility","Commercial",37.09278,-76.48364,51700,NA,"rgreen",3.01906,3.739439,3.592537,3.594064,2.80685,3.35,"City of Newport News",1,NA
1826,"gwp_365153075585501","Groundwater","Clubhouse Well",66893,"Princess Anne Country Club","Commercial",36.86486,-75.98201,51810,NA,"rgreen",0.2895,0.3381,0.1736,0.6556,0.5909,0.41,"City of Virginia Beach",1,NA
1827,"gwp_365822076250701","Groundwater","HW-1A South",67319,"Pier Ix/X Terminals","Manufacturing",36.97278,-76.41872,51700,NA,"rgreen",0.070642,0.03875,0,0,0,0.02,"City of Newport News",1,NA
1828,"gwp_365830076252301","Groundwater","HW-1B North",67319,"Pier Ix/X Terminals","Manufacturing",36.97511,-76.42292,51700,NA,"rgreen",0.180824,0.30195,0,0,0,0.1,"City of Newport News",1,NA
1829,"gwp_374912075363601","Groundwater","Well #2",67367,"Ed Goin Farm","Agriculture",37.82011,-75.60997,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
17473,"gwp_370940076345001","Groundwater","Fort Eustis - Well #2 Hines Circle",67283,"Fort Eustis","Municipal",37.16096,-76.58088,51700,NA,"rgreen",NA,NA,NA,0,NA,0,"City of Newport News",1,NA
33901,"gwcwcdb_7008e74a47b28e827c47a0d3ce3d5c6f","Groundwater","Duplicate Well Move data to Well #1 INDIAN CREEK YACHT AND COUNTRY CLUB - WELL NO. 1",74363,"Indian Creek Yacht And Country Club","Commercial",37.6928,-76.33861,51133,NA,"hsomers",NA,NA,NA,0,NA,0,"Northumberland County",1,NA
58738,"vwuds_371524077585701","Surface Water","WEST CREEK",73358,"Reamford Farms","Irrigation",37.25667,-77.9825,51007,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Amelia County",NA,1
58740,"vwuds_mp8289","Surface Water","Broad Run",72245,"Cloverland","Irrigation",38.829,-77.668,51153,NA,"hsomers",0,0,NA,5,0,1.25,"Prince William County",NA,1
58741,"vwuds_391924078185503","Groundwater","WELL #8",73276,"Lk Holiday Estate (The Summit)","Municipal",39.32308,-78.3128,51069,NA,"gmahadwar",27.5398,26.1848,24.024,30.88055,23.22563,26.37,"Frederick County",1,NA
58742,"vwuds_375547078570301","Groundwater","WELL #16",71693,"Wintergreen Mtn Service Area","Municipal",37.92972,-78.95083,51125,NA,"gmahadwar",1.81022,2.4598,2.22871,2.3131,3.2033,2.4,"Nelson County",1,NA
58744,"vwuds_375457078563201","Groundwater","WELL #17",71693,"Wintergreen Mtn Service Area","Municipal",37.91583,-78.94222,51125,NA,"gmahadwar",0.8104,1.1102,1.6014,3.8944,3.1709,2.12,"Nelson County",1,NA
58745,"vwuds_371628076461204","Groundwater","WELL #4   4220 FALCON CREEK DR",72808,"Villages At Powhatan","Municipal",37.27444,-76.77,51095,NA,"rgreen",0.120359,0.456385,5.479899,1.663111,1.045007,1.75,"James City County",1,NA
58746,"vwuds_391653078183701","Groundwater","WELL #3",73276,"Lk Holiday Estate (The Summit)","Municipal",39.31445,-78.31248,51069,NA,"gmahadwar",3.573349,7.31591,0.0003,0,0,2.18,"Frederick County",1,NA
58747,"vwuds_B5717","Surface Water","FARM POND",73252,"L Tom Lewis","Irrigation",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",NA,1
58748,"vwuds_A5717","Groundwater","DUG POND",73252,"L Tom Lewis","Irrigation",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",1,NA
58749,"vwuds_384017078273101","Groundwater","WELL #2",71993,"Luray Plant","Manufacturing",38.67139,-78.45861,51139,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Page County",1,NA
58752,"vwuds_B5223","Groundwater","WELL #1",67210,"Cubberley Farms","Agriculture",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",1,NA
58753,"vwuds_A5223","Groundwater","CUBBERLEY FARM POND",67210,"Cubberley Farms","Agriculture",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",1,NA
58754,"vwuds_370100079022601","Surface Water","FARM POND   #5862",73078,"Gary And Rhonda Guthrie","Irrigation",37.01722,-79.04056,51083,NA,"trevor.lawson@d...",NA,0.108,NA,NA,NA,0.11,"Halifax County",NA,1
58756,"vwuds_A5767","Surface Water","FARM POND",74397,"E Anderson Scott","Irrigation",0.1,0,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",NA,1
58757,"vwuds_372947075530201","Surface Water","HOLLY GROVE FARM POND",66862,"Holly Grove Farm","Irrigation",37.49639,-75.88389,51131,NA,"rgreen",14.1,14.6,14.4,NA,NA,14.37,"Northampton County",NA,1
58759,"vwuds_B5278","Groundwater","DUG POND SMITH",72807,"W.t. Holland & Sons, Inc","Irrigation",37.9943,-75.57627,51001,NA,"rgreen",2.16,2.78,6.1,6.3,5.8,4.63,"Accomack County",1,NA
58761,"vwuds_C5278","Surface Water","FARM POND E.T. TRADER (a.k.a. Hazel)",72807,"W.t. Holland & Sons, Inc","Irrigation",0.1,0,51001,NA,"rgreen",5.238,12.92,19.76,24,21,16.58,"Accomack County",NA,1
58762,"vwuds_E5278","Surface Water","FARM POND HOLLAND",72807,"W.t. Holland & Sons, Inc","Irrigation",0.1,0,51001,NA,"rgreen",19.45,20.85,20.27,35.9,25.2,24.33,"Accomack County",NA,1
58763,"vwuds_A5278","Surface Water","FARM POND SPARROW",72807,"W.t. Holland & Sons, Inc","Irrigation",0.1,0,51001,NA,"rgreen",2.3,4.7,6.1,2,5.2,4.06,"Accomack County",NA,1
58764,"vwuds_G5278","Surface Water","FARM POND TUNNELL MILL",72807,"W.t. Holland & Sons, Inc","Irrigation",0.1,0,51001,NA,"rgreen",4.134,6.41,9.11,20,11.1,10.15,"Accomack County",NA,1
58765,"vwuds_I5278","Surface Water","FARM POND VAN",72807,"W.t. Holland & Sons, Inc","Irrigation",-99,-99,51001,NA,"rgreen",3.822,8.58,8,7.9,6.6,6.98,"Accomack County",NA,1
58766,"vwuds_A5520","Surface Water","MIDDLE RIVER-South",72366,"Plane River Farm","Irrigation",38.25967,-78.8635,51015,NA,"gmahadwar",11,0,1,NA,10,5.5,"Augusta County",NA,1
58767,"vwuds_373937077172801","Groundwater","WELL #3",74225,"Woodbridge Mobile Home Park","Municipal",38.66146,-77.28868,51153,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Prince William County",1,NA
58768,"vwuds_371601080075501","Surface Water","ROANOKE RIVER",74106,"Laverys Sod Farm","Irrigation",37.26694,-80.13194,51121,NA,"trevor.lawson@d...",0.8424,0,0.8424,0,0,0.34,"Montgomery County",NA,1
58769,"vwuds_372908077580501","Surface Water","APPOMATTOX RIVER",71592,"Oakmulgee Dairy","Irrigation",37.48556,-77.96806,51007,NA,"rgreen",0,0,0,3,NA,0.75,"Amelia County",NA,1
58770,"vwuds_372908077580301","Surface Water","MANURE PIT RUNOFF POND",71592,"Oakmulgee Dairy","Irrigation",37.48556,-77.9675,51007,NA,"rgreen",0,0,30,NA,NA,10,"Amelia County",NA,1
58771,"vwuds_385449077151901","Groundwater","WELL #1",74351,"Westwood Country Club","Commercial",38.91361,-77.25528,51059,NA,"hsomers",13.7,0,14,4.95,6.75,7.88,"Fairfax County",1,NA
58772,"vwuds_384558077182301","Surface Water","BURKE LAKE",72590,"Burke Lake Golf Course","Commercial",38.76611,-77.30639,51059,NA,"hsomers",3.6873,2.935,NA,NA,NA,3.31,"Fairfax County",NA,1
58773,"vwuds_382049078454901","Surface Water","CUB RUN",72274,"Cub Run Dairy Lc","Irrigation",38.34694,-78.76361,51165,NA,"gmahadwar",45.7,NA,NA,NA,88,66.85,"Rockingham County",NA,1
58774,"vwuds_370929080151601","Surface Water","SOUTH FORK ROANOKE RIVER #1",74106,"Laverys Sod Farm","Irrigation",37.15806,-80.25444,51121,NA,"trevor.lawson@d...",10.9512,15.9588,15.522,7.371,16.7076,13.3,"Montgomery County",NA,1
58775,"vwuds_mp7964","Surface Water","South Fork Shenandoah River",72274,"Cub Run Dairy Lc","Irrigation",38.321,-78.753,51165,NA,"gmahadwar",68.6,NA,NA,NA,147,107.8,"Rockingham County",NA,1
58776,"vwuds_371130080141501","Surface Water","SOUTH FORK ROANOKE RIVER #2",74106,"Laverys Sod Farm","Irrigation",37.19167,-80.2375,51121,NA,"trevor.lawson@d...",9.9215,4.4429,10.4021,1.31,4.3828,6.09,"Montgomery County",NA,1
58777,"vwuds_373837079475102","Groundwater","WELL #1 AND #2",73050,"Eagle Rock","Municipal",37.64361,-79.7975,51023,NA,"trevor.lawson@d...",8.655209,6.099329,6.496003,6.012395,5.260202,6.5,"Botetourt County",1,NA
58778,"vwuds_381220077335001","Surface Water","NI RIVER",74121,"Spotsylvania Quarry","Mining",38.20556,-77.56389,51177,NA,"hsomers",1.3682,0.4186,0.4574,0.44856,0.5167,0.64,"Spotsylvania County",NA,1
58779,"vwuds_390806077434901","Surface Water","LOUDOUN GOLF & CC POND",72576,"Loudoun Golf & Country Club","Commercial",39.13224,-77.73124,51107,NA,"hsomers",7.646241,5.524439,9.564325,8.239503,8.861514,7.97,"Loudoun County",NA,1
58780,"vwuds_371500079563401","Surface Water","CRYSTAL SPRING",74111,"Roanoke (City) Service Area","Municipal",37.25,-79.94278,51770,NA,"trevor.lawson@d...",1702.306,1526.539,1806.936,1753.612,1772.995,1712.48,"City of Roanoke",NA,1
58781,"vwuds_mp8114","Groundwater","2 deep wells",73410,"Strange's Greenhouse 4201 Creighton Road","Irrigation",37.567,-77.358,51087,NA,"rgreen",2.33,2.07,2.226573,1.632,1.86,2.02,"Henrico County",1,NA
58782,"vwuds_370926079535903","Groundwater","WELL #2",71619,"Shannon Forest Service Area","Municipal",37.15722,-79.89972,51067,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Franklin County",1,NA
58783,"vwuds_365459082373601","Surface Water","LOWER LAKE",72701,"Norton Wtp","Municipal",36.91639,-82.62667,51720,NA,"trevor.lawson@d...",279.4,277.102,265.277,270.825,271.152,272.75,"City of Norton",NA,1
58784,"vwuds_374622079574201","Surface Water","POUNDING MILL SPRING",74278,"Pounding Mill Service Areas","Municipal",37.77278,-79.96167,51005,NA,"gmahadwar",0,NA,0,NA,0,0,"Alleghany County",NA,1
58785,"vwuds_380026078112201","Groundwater","GREEN SPRINGS WELL #3",73040,"Lcwa-Zion Crossroads","Municipal",38.00722,-78.18944,51109,NA,"hsomers",5.323,4.675,6.188,5.102,5.3,5.32,"Louisa County",1,NA
58786,"vwuds_382649078534801","Surface Water","POND",73180,"Heritage Oaks Golf Course, Harrisonburg Parks & Rec","Commercial",38.44694,-78.89667,51660,NA,"gmahadwar",26.2,12.49068,20.18645,18.61247,24.5,20.4,"City of Harrisonburg",NA,1
58787,"vwuds_372652077274403","Groundwater","WELL 2",72450,"Lake Meadowbrook","Commercial",37.44778,-77.46222,51041,NA,"rgreen",0.345,0,0,2.06,NA,0.6,"Chesterfield County",1,NA
58788,"vwuds_371714080043201","Groundwater","WELL #3",73112,"Salem Wtp","Municipal",37.28722,-80.07556,51775,NA,"trevor.lawson@d...",51.315,46.16,36.5,44.09,39.03,43.42,"City of Salem",1,NA
58789,"vwuds_371711080044101","Groundwater","WELL #1",73112,"Salem Wtp","Municipal",37.28639,-80.07806,51775,NA,"trevor.lawson@d...",0,188.85,228.94,240,211.04,173.77,"City of Salem",1,NA
58790,"vwuds_390802077401702","Groundwater","WELL #11",72639,"Hamilton Service Area","Municipal",39.13389,-77.67139,51107,NA,"hsomers",0,0,0,NA,NA,0,"Loudoun County",1,NA
58791,"vwuds_384527077265901","Groundwater","WELL",73561,"Manassas-Shemin Nurseries","Irrigation",38.7575,-77.44972,51153,NA,"hsomers",2.601,2.601,NA,NA,NA,2.6,"Prince William County",1,NA
