"MP_hydroid","Hydrocode","Source Type","MP_name","Year","Water Use MGY","Water Use (MGD)","MPID","DEQ Well Number","MP_latitude","MP_longitude","facility_hydroid","facility_name","facility_status","facility_use_type","FIPS_code","locality"
"58921","vwuds_370107080271501","Surface Water Intake","LITTLE RIVER","2020","24.945","0.07","370107080271501","","37.018611111100","-80.454166666700","72697","Riverbend Nursery","active","irrigation","51063","Floyd"
"58922","vwuds_391338078144301","Well","WELL #2","2020","0.004","0.00","391338078144301","","39.227539316700","-78.237929863900","72370","WINCHESTER PLANT","active","manufacturing","51069","Frederick"
"58924","vwuds_385940078074501","Well","WELL #1 #2 #3 #4  SAME METER","2020","10.6","0.03","385940078074501","","38.994444444400","-78.129166666700","71809","SHENANDOAH VALLEY GOLF CLUB","active","commercial","51187","Warren"
"58929","vwuds_372132079544701","Well","VISTA PARK WELL","2020","0","0.00","","","37.358888888900","-79.913055555600","72491","CLOVERDALE - VISTA PARK","abandoned","municipal","51023","Botetourt"
"58930","vwuds_384507077334101","Well","WELL #2","2020","0.493","0.00","384507077334101","","38.751944444400","-77.561388888900","73849","LINTON HALL SCHOOL","active","commercial","51153","Prince William"
"58931","vwuds_380811078442001","Surface Water Intake","SUGAR HOLLOW RESERVOIR","2020","138.162","0.38","380811078442001","","38.136388888900","-78.738888888900","72538","OBSERVATORY HILL WTP","active","municipal","51003","Albemarle"
"58932","vwuds_385255077393601","Well","WELL #1","2020","3.887","0.01","385255077393601","","38.881944444400","-77.659166666700","74334","EVERGREEN SERVICE AREA","active","municipal","51153","Prince William"
"58933","vwuds_381358077155402","Well","WELL #1 RESTAURANT 116-00051","2020","0.7411","0.00","381358077155402","196-00051","38.239667000000","-77.260056000000","90584","Four winds Clubhouse and Campground","active","commercial","51033","Caroline"
"58935","vwuds_381203076583601","Well","WELL #3","2020","8.384376","0.02","381203076583601","196-00258","38.200833333300","-76.976666666700","67391","Placid Bay Estates","active","municipal","51193","Westmoreland"
"58938","vwuds_384326077421204","Well","VINT HILL WELL #4","2020","5.6708","0.02","384326077421204","","38.723888888900","-77.703333333300","74441","BUCKLAND WATER & SANITATION ASSETS CORPORATION","active","municipal","51061","Fauquier"
"58940","vwuds_382216078581601","Surface Water Intake","NORTH RIVER","2020","1141.738","3.13","382216078581601","","38.369167000000","-78.969722000000","73159","HARRISONBURG WTP","active","municipal","51165","Rockingham"
"58949","vwuds_365825077241601","Well","MSP WELL","2020","2.927","0.01","365825077241601","","36.973611111100","-77.241600000000","72403","PROCESSING PLANT","active","mining","51183","Sussex"
"58955","vwuds_371057080333701","Surface Water Intake","NEW RIVER (PUMP HOUSES 407 AND 408) WTP#1","2020","8776.82","24.05","371057080333701","","37.182500000000","-80.560277777800","73073","RADFORD AMMUNITIONS WTP 1","active","manufacturing","51121","Montgomery"
"58956","vwuds_363615077342501","Surface Water Intake","PIT PUMP","2020","515.5","1.41","363615077342501","","36.604166666700","-77.573611111100","74364","Vulcan Construction Materials LLC: Skippers Plant","active","mining","51081","Greensville"
"58958","vwuds_374814079595401","Surface Water Intake","JACKSON RIVER (COOLING WATER)","2020","0","0.00","374814079595401","","37.803611111111","-79.998333333333","74117","WestRock Covington Plant","active","manufacturing","51005","Alleghany"
"58960","vwuds_383335077450901","Well","WELL #3/BALL FIELD","2020","1.109","0.00","383335077450901","","38.559722222200","-77.752500000000","72488","MARSH RUN MOBILE HOME PARK","active","municipal","51061","Fauquier"
"58963","vwuds_364730076584501","Surface Water Intake","REDWING LAKE","2020","2.211812","0.01","364730076584501","","36.792777777800","-76.971388888900","73325","RED WING LAKE GOLF COURSE","active","commercial","51810","Virginia Beach"
"58967","vwuds_372255080393802","Well","QUARRY WELL DEWATERING","2020","4483","12.28","372255080393802","","37.381944444400","-80.660555555600","73315","Lhoist North America Kimballton Plant 1","active","mining","51071","Giles"
"58970","vwuds_373645077275001","Surface Water Intake","IRRIGATION LAKE","2020","7","0.02","373645077275001","","37.612500000000","-77.463888888900","74436","BELMONT GOLF COURSE","active","commercial","51087","Henrico"
"58974","vwuds_384453077031804","Well","WELL #4","2020","0.807","0.00","384453077031804","129-02325","38.748055555600","-77.055000000000","67378","Tauxemont Community Water System","active","municipal","51059","Fairfax County"
"58976","vwuds_385349078062502","Well","BUTLER NO. 1 (WELL 3)","2020","2.886","0.01","385349078062502","","38.894522586100","-78.120475175000","72305","HIGH KNOB","active","municipal","51187","Warren"
"58977","vwuds_372815075524601","Surface Water Intake","D/E Pond","2020","8.622","0.02","372815075524601","","37.470833333300","-75.879444444400","67221","Hermitage Farms Nursery","active","irrigation","51131","Northampton"
"58978","vwuds_374624079202901","Well","LONG HOLLOW WELL","2020","8.214","0.02","374624079202901","","37.773333333300","-79.341388888900","72647","LONG HOLLOW SERVICE AREA","active","municipal","51163","Rockbridge"
"58979","vwuds_373648079294601","Well","ARNOLDS VALLEY WELL","2020","12.074","0.03","373648079294601","","37.612807197200","-79.500734388900","72180","NATURAL BRIDGE SERVICE AREA","active","municipal","51163","Rockbridge"
"58980","vwuds_385848077235801","Well","WELL #4","2020","1.518","0.00","385848077235801","","38.980000000000","-77.399444444400","73528","HERNDON SERVICE AREA","active","municipal","51059","Fairfax County"
"58984","vwuds_382322078390201","Well","WELL  #7","2020","196.67","0.54","382322078390201","","38.389534000000","-78.651439000000","73412","Merck & Co Elkton Plant","active","manufacturing","51165","Rockingham"
"58985","vwuds_382302078390401","Well","WELL  #2","2020","155.88","0.43","382302078390401","","38.384040000000","-78.651649000000","73412","Merck & Co Elkton Plant","active","manufacturing","51165","Rockingham"
"58986","vwuds_382322078390001","Well","WELL  #8","2020","61.71","0.17","382322078390001","","38.385425433411","-78.651662952955","73412","Merck & Co Elkton Plant","active","manufacturing","51165","Rockingham"
"58988","vwuds_382323078390401","Well","WELL  #5","2020","61.71","0.17","382323078390401","","38.389563000000","-78.651339000000","73412","Merck & Co Elkton Plant","active","manufacturing","51165","Rockingham"
"58989","vwuds_382322078390301","Well","WELL  #6","2020","131.12","0.36","382322078390301","","38.389553000000","-78.651373000000","73412","Merck & Co Elkton Plant","active","manufacturing","51165","Rockingham"
"58990","vwuds_382301078391001","Well","WELL  #4","2020","40.57","0.11","382301078391001","","38.383721000000","-78.652678000000","73412","Merck & Co Elkton Plant","active","manufacturing","51165","Rockingham"
"58991","vwuds_374651078161601","Well","MORRIS WELL #1","2020","29.314","0.08","374651078161601","","37.780833333300","-78.271111111100","72625","FORK UNION SERVICE AREA","active","municipal","51065","Fluvanna"
"58994","vwuds_371634079521901","Well","BUSH WELL #2","2020","40.3","0.11","371634079521901","","37.276111111100","-79.871944444400","74424","VINTON SERVICE AREA","active","municipal","51161","Roanoke County"
"58996","vwuds_371620079535301","Well","CHESTNUT STREET WELL","2020","32.8","0.09","371620079535301","","37.270000000000","-79.898055555600","74424","VINTON SERVICE AREA","active","municipal","51161","Roanoke County"
"59000","vwuds_372258077225708","Surface Water Intake","JAMES RIVER UNIT #8 INTAKE","2020","13024.5","35.68","372258077225708","","37.382777777800","-77.382500000000","73183","CHESTERFIELD POWER STATION","active","fossilpower","51041","Chesterfield"
"59001","vwuds_372300077225801","Surface Water Intake","JAMES RIVER UNIT #4 INTAKE","2020","899.7","2.46","372300077225801","","37.383333333300","-77.382777777800","73183","CHESTERFIELD POWER STATION","active","fossilpower","51041","Chesterfield"
"59002","vwuds_372301077225801","Surface Water Intake","JAMES RIVER UNIT #5 INTAKE","2020","41953.2","114.94","372301077225801","","37.383333333300","-77.382777777800","73183","CHESTERFIELD POWER STATION","active","fossilpower","51041","Chesterfield"
"59003","vwuds_365842076552501","Surface Water Intake","FARM POND","2020","11.65","0.03","365842076552501","","36.978333333300","-76.923611111100","72735","Center Pivot","active","irrigation","51175","Southampton"
"59004","vwuds_385913077270302","Well","TWO WELLS","2020","5.987","0.02","385913077270302","","38.986944444400","-77.450833333300","73472","DULLES PLANT","active","manufacturing","51107","Loudoun"
"59005","vwuds_384140077163801","Surface Water Intake","OCCOQUAN RESERVOIR","2020","21610.09","59.21","384140077163801","","38.694444000000","-77.277222000000","72835","GRIFFITH WATER TREATMENT PLANT","active","municipal","51153","Prince William"
"59006","vwuds_390347077203001","Surface Water Intake","POTOMAC RIVER INTAKE","2020","32606.7","89.33","390347077203001","","39.063055000000","-77.341666000000","73527","CORBALIS WATER TREATMENT PLANT","active","municipal","51059","Fairfax County"
"59007","vwuds_374430079211501","Well","PARK AVENUE WELL","2020","157.322","0.43","374430079211501","","37.741666666700","-79.354166666700","73971","BUENA VISTA","active","municipal","51530","Buena Vista"
"59008","vwuds_383401077191601","Surface Water Intake","WL FROM QUANTICO CREEK","2020","2.251","0.01","383401077191601","","38.566944444400","-77.321111111100","73744","DUMFRIES PLANT","active","manufacturing","51153","Prince William"
"59016","vwuds_382000077334501","Well","WELL #8","2020","1.582443","0.00","382000077334501","","99.000000000000","-99.000000000000","73768","LAKE LAND 'OR SERVICE AREA","active","municipal","51033","Caroline"
"59018","vwuds_C5725","Surface Water Intake","FARM POND 4 W/H CATFISH","2020","0.56","0.00","C5725","","0.100000000000","0.000000000000","73901","Bass Farms","active","irrigation","51031","Campbell"
"59022","vwuds_380607077172501","Well","WILCOX WELL #3  PWAT43","2020","2.1832","0.01","380607077172501","","38.101944444400","-77.290277777800","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
"59023","vwuds_383812078432101","Surface Water Intake","SPRING","2020","8","0.02","383812078432101","","38.635806000000","-78.722296000000","73288","ROBY JANNEY","active","irrigation","51165","Rockingham"
"59026","vwuds_390105077172601","Surface Water Intake","FOREST LAKE","2020","0.001136","0.00","390105077172601","","39.018055555556","-77.290555555556","73567","RIVER BEND COUNTRY CLUB","active","commercial","51059","Fairfax County"
"59031","vwuds_365405076065201","Surface Water Intake","LAKE","2020","16.826","0.05","365405076065201","","36.901388888900","-76.114444444400","67177","Bayville Golf Club","active","commercial","51810","Virginia Beach"
"59036","vwuds_373640077274501","Well","IRRIGATION WELLS","2020","0","0.00","373640077274501","","37.611111111100","-77.462500000000","74436","BELMONT GOLF COURSE","active","commercial","51087","Henrico"
"59038","vwuds_BQ2246","Well","PALMYRA WELL #3","2020","0.85965","0.00","BQ2246","","37.864943940000","-78.264228690000","481432","Palmyra","active","municipal","51065","Fluvanna"
"59041","vwuds_mp8065","Surface Water Intake","Piney River","2020","5","0.01","mp8065","","99.000000000000","-99.000000000000","73215","Henry Fitzgerald Farm","active","irrigation","51125","Nelson"
"59043","vwuds_N2246","Well","CHURCHFIELDS WELL #1","2020","0.7056","0.00","N2246","","37.684880000000","-76.409120000000","481403","Churchfields","active","municipal","51103","Lancaster"
"59072","vwuds_372100079573301","Well","TINKER KNOLL WELL #1","2020","0","0.00","","","37.350000000000","-79.959166666667","73552","NORTH SERVICE AREA","inactive","municipal","51161","Roanoke County"
"59081","vwuds_384527077295701","Well","WELL D-28","2020","3.312","0.01","384527077295701","","38.757500000000","-77.499166666700","72482","IBM MANASSAS GROUNDWATER RECOVERY SYSTEM","active","commercial","51683","Manassas"
"59084","vwuds_mp8036","Well","Well 1","2020","0.535318","0.00","mp8036","","38.482320000000","-78.045300000000","73794","Gibson Mill Subdivision","active","municipal","51047","Culpeper"
"59085","vwuds_375007077254403","Surface Water Intake","Nottaway River - Sussex 8, 9, & 10","2020","2.8","0.01","375007077254403","","36.852261110000","-77.567438890000","72117","ANGEL ROSE FARM","active","irrigation","51183","Sussex"
"59088","vwuds_mp7864","Surface Water Intake","Pamunkey River - ML3","2020","3.7","0.01","mp7864","","37.698761000000","-77.212317000000","72475","GRAINFIELD FARM","active","irrigation","51036","Charles City"
"59089","vwuds_mp8277","Surface Water Intake","Nottoway River - Sussex 11,12, & 18","2020","12.26","0.03","mp8277","","36.931760000000","-77.201700000000","72117","ANGEL ROSE FARM","active","irrigation","51183","Sussex"
"59091","vwuds_A5201","Well","FRANCIS JONES POND","2020","0","0.00","A5201","","37.164614000000","-75.961518000000","73937","FRANCIS I JONES JR Farms","active","irrigation","51131","Northampton"
"59099","vwuds_mp8216","Well","Algonkian Golf Course Irrigation Well","2020","8.897","0.02","mp8216","","39.062500000000","-77.375000000000","73511","ALGONKIAN REGIONAL PARK","active","commercial","51107","Loudoun"
"59101","vwuds_384033078304701","Surface Water Intake","S FORK SHENANDOAH RIVER","2020","11.212","0.03","384033078304701","","38.675833333300","-78.513055555600","74040","LURAY CAVERNS COUNTRY CLUB","active","commercial","51139","Page"
"59104","vwuds_381550078331501","Well","WELL #6","2020","1.32868","0.00","381550078331501","","38.263888888900","-78.554166666700","74156","BLUE RIDGE SCHOOL","active","commercial","51079","Greene"
"59105","vwuds_381315079065301","Surface Water Intake","GARDNER SPRING","2020","471.51","1.29","381315079065301","","38.221463000000","-79.115693000000","74051","STAUNTON WTP","active","municipal","51015","Augusta"
"59106","vwuds_mp7865","Surface Water Intake","Pamunkey River - CH16 29.4 acres","2020","3.2","0.01","mp7865","","37.788611000000","-77.350000000000","74107","CABIN HILL FARM","active","irrigation","51085","Hanover"
"59131","vwuds_mp8275","Surface Water Intake","JAMES RIVER MP 8275","2020","5.93","0.02","mp8275","","37.394800000000","-77.327025000000","73295","VARINA ON THE JAMES","active","irrigation","51087","Henrico"
"59132","vwuds_380328078533701","Surface Water Intake","BAKER SPRING","2020","2.634","0.01","380328078533701","","38.059341670000","-78.894202500000","73133","The LYCRA Company Waynesboro Plant","active","manufacturing","51820","Waynesboro"
"59137","vwuds_mp8220","Surface Water Intake","Impoundment located on Camp Creek","2020","25.562168","0.07","mp8220","","38.001030000000","-78.198600000000","73024","Spring Creek Golf Club","active","commercial","51109","Louisa"
"59151","vwuds_374315079210001","Well","FRENCH POST WELL","2020","6.826","0.02","","","37.720833333300","-79.350000000000","73971","BUENA VISTA","active","municipal","51530","Buena Vista"
"59155","vwuds_mp8234","Surface Water Intake","Hawksbill Creek","2020","0","0.00","mp8234","","38.640258000000","-78.465217000000","72228","ATWOOD FARMS","active","irrigation","51139","Page"
"59170","vwuds_mp8273","Surface Water Intake","JAMES RIVER MP 8273","2020","31.66","0.09","mp8273","","37.380022000000","-77.350808000000","73295","VARINA ON THE JAMES","active","irrigation","51087","Henrico"
"59172","vwuds_mp8276","Well","Lawn Irrigation Well","2020","0.933","0.00","mp8276","","37.600246000000","-77.517290000000","73017","ALTRIA HEADQUARTERS","active","commercial","51087","Henrico"
"59173","vwuds_B5725","Surface Water Intake","OLD FARM POND 1 WALTERS HOUSE","2020","0.72","0.00","B5725","","0.100000000000","0.000000000000","73901","Bass Farms","active","irrigation","51031","Campbell"
"59182","vwuds_mp8228","Well","Kennel Gap Well","2020","39.072","0.11","mp8228","","37.226136000000","-81.970769000000","72676","BUCHANAN CO PSA SERVICE AREA","active","municipal","51051","Dickenson"
"59184","vwuds_370607079210301","Surface Water Intake","MCMINNIS SPRING","2020","85.595","0.23","370607079210301","","37.101944444400","-79.350833333300","72929","ALTAVISTA SERVICE AREA","active","municipal","51031","Campbell"
"59186","vwuds_363749080241901","Surface Water Intake","DUCK POND","2020","1.758","0.00","363749080241901","","36.630277777800","-80.405277777800","73969","PRIMLAND RESORT","active","commercial","51141","Patrick"
"59192","vwuds_373615077430011","Well","WELL #11","2020","7.01142","0.02","373615077430011","","0.100000000000","0.000000000000","73824","MANAKIN FARMS SERVICE AREA","active","municipal","51075","Goochland"
"59193","vwuds_371925076162701","Well","WELL #1A","2020","0.93258","0.00","371925076162701","","37.315278000000","-76.275278000000","73777","CHESAPEAKE SHORES SERVICE AREA","active","municipal","51115","Mathews"
"59196","vwuds_381359076574001","Well","POINT WELL (CASTLEWOOD PARK)#2","2020","28.8306","0.08","381359076574001","","38.233055555600","-76.961111111100","66992","Colonial Beach, Town of","active","municipal","51193","Westmoreland"
"59197","vwuds_375723079515601","Surface Water Intake","CASCADES-CHAPLIN-MCALLISTER SPRINGS","2020","273.211","0.75","375723079515601","","37.956388888900","-79.865555555600","73036","Homestead Water Company-VA Hot Springs","active","municipal","51017","Bath"
"59200","vwuds_380102076315901","Well","WELL 1A","2020","0.8768","0.00","380102076315901","","38.017222222200","-76.533055555600","73785","BON HARBOUR SERVICE AREA","active","municipal","51133","Northumberland"
"59202","vwuds_373923076265601","Well","SOUTH WELL #1","2020","0","0.00","373923076265601","151-00041","37.656388888900","-76.448888888900","66916","Weems Public Water System","active","municipal","51103","Lancaster"
"59205","vwuds_38025679465401","Well","Old Dairy Well","2020","26.847","0.07","38025679465401","","0.000000000000","0.000000000000","74108","Bath County Regional Water System","active","municipal","51017","Bath"
"59210","vwuds_381840077442108","Well","WELL #8","2020","14.172259","0.04","381840077442108","","0.100000000000","0.000000000000","72573","LAKE WILDERNESS SERVICE AREA","active","municipal","51177","Spotsylvania"
"59216","vwuds_385120077180001","Well","WELL","2020","4.15","0.01","385120077180001","","38.858320000000","-77.276080000000","72412","FAIRFAX GOLF COURSE","active","commercial","51600","Fairfax City"
"59217","vwuds_381532076583101","Well","4TH STREET WELL        #3","2020","45.3914","0.12","381532076583101","196-00178","38.258888888900","-76.975277777800","66992","Colonial Beach, Town of","active","municipal","51193","Westmoreland"
"59219","vwuds_37333308004701","Surface Water Intake","Craig Creek","2020","0","0.00","37333308004701","","37.560010000000","-80.004412000000","73939","Lemon Farm","active","irrigation","51045","Craig"
"59224","vwuds_braxton","Well","WELL #1","2020","1.2076","0.00","braxton","","37.780470000000","-77.099800000000","72034","SYDNOR - BRAXTON'S LANDING","active","municipal","51101","King William"
"59226","vwuds_390107077170601","Well","14TH HOLE BOUNDARY WELL","2020","0","0.00","390107077170601","","39.018611110000","-77.285000000000","73567","RIVER BEND COUNTRY CLUB","active","commercial","51059","Fairfax County"
"59230","vwuds_382000077334504","Well","WELL #11","2020","1.13078","0.00","382000077334504","","99.000000000000","-99.000000000000","73768","LAKE LAND 'OR SERVICE AREA","active","municipal","51033","Caroline"
"59231","vwuds_382000077334505","Well","WELL #12","2020","68.754","0.19","382000077334505","","99.000000000000","-99.000000000000","73768","LAKE LAND 'OR SERVICE AREA","active","municipal","51033","Caroline"
"59232","vwuds_380205077310401","Well","WELL #1","2020","0.05326","0.00","380205077310401","","38.034722222200","-77.517777777800","72642","CAMPBELLS CREEK SERVICE AREA","active","municipal","51033","Caroline"
"59233","vwuds_372139079513101","Well","WELL #5","2020","10.578","0.03","372139079513101","","37.360833333300","-79.858611111100","73809","RAINBOW FOREST SERVICE AREA","active","municipal","51023","Botetourt"
"59234","vwuds_371100079531606","Well","WELL #6","2020","2.696","0.01","371100079531606","","37.183333333300","-79.887777777800","72589","WINDY GAP SERVICE AREA","active","municipal","51067","Franklin County"
"59236","vwuds_372221079490702","Well","WELL #1","2020","0","0.00","372221079490702","","37.372500000000","-79.818611111100","73817","STRATFORD PLACE SERVICE AREA","active","municipal","51023","Botetourt"
"59237","vwuds_372321079482501","Well","WELL #2","2020","0.938","0.00","372321079482501","","37.389166666700","-79.806944444400","72588","BLUE RIDGE HGHTS SERVICE AREA","active","municipal","51023","Botetourt"
"59245","vwuds_381254078500101","Surface Water Intake","SOUTH RIVER #1","2020","0","0.00","381254078500101","","38.215000000000","-78.833611111100","73056","SOUTH RIVER FARM, LLC.","active","irrigation","51015","Augusta"
"59246","vwuds_381240078500401","Surface Water Intake","SOUTH RIVER #2","2020","0","0.00","381240078500401","","38.211111111100","-78.834444444400","73056","SOUTH RIVER FARM, LLC.","active","irrigation","51015","Augusta"
"59250","vwuds_384318078094901","Well","WELL #3","2020","11.178","0.03","384318078094901","","38.721666666700","-78.163611111100","73245","WASHINGTON (TOWN) SERVICE AREA","active","municipal","51157","Rappahannock"
"59253","vwuds_385853077265101","Well","Sterling R/M well #4","2020","0.255","0.00","385853077265101","","38.981388888900","-77.447500000000","73469","DULLES READY MIX  PLANT","active","manufacturing","51107","Loudoun"
"59254","vwuds_363731082053601","Surface Water Intake","Sinking Creek Transfer Station","2020","23.516","0.06","363731082053601","","36.625277777800","-82.093333333300","73480","VIRGINIAN GOLF CLUB COURSE","active","commercial","51191","Washington"
"59255","vwuds_mp8084","Well","Reids Ferry Well","2020","0","0.00","mp8084","","36.812000000000","-76.586000000000","73846","GLENVAR EAST SERVICE AREA","inactive","municipal","51161","Roanoke County"
"59256","vwuds_374808079270101","Surface Water Intake","MAURY RIVER","2020","461.755","1.27","374808079270101","","37.802222222200","-79.450277777800","74129","MAURY RIVER WTP","active","municipal","51163","Rockbridge"
"59257","vwuds_384438077032203","Well","WELL #3","2020","3.504","0.01","384438077032203","129-02324","38.743888888900","-77.056111111100","67378","Tauxemont Community Water System","active","municipal","51059","Fairfax County"
"59262","vwuds_385754077202201","Surface Water Intake","LAKE ANNE","2020","5.041356","0.01","385754077202201","","38.965000000000","-77.339444444400","74056","HIDDEN CREEK COUNTRY CLUB","active","commercial","51059","Fairfax County"
"59263","vwuds_382626078023801","Well","WELL #2 (BACK)","2020","3.013","0.01","382626078023801","","38.440555555600","-78.043888888900","74439","CLAIRMONT MANOR","active","municipal","51047","Culpeper"
"59265","vwuds_381426077224701","Well","MARKET WELL","2020","0.085","0.00","381426077224701","188-01408","38.240555555600","-77.379722222200","71952","BELVEDERE PLANTATION","active","irrigation","51177","Spotsylvania"
"59266","vwuds_381440077231901","Surface Water Intake","RAPPAHANNOCK RIVER","2020","0.434","0.00","381440077231901","","38.244444444400","-77.388611111100","71952","BELVEDERE PLANTATION","active","irrigation","51177","Spotsylvania"
"59267","vwuds_374657077033401","Surface Water Intake","MAIN PUMPHOUSE RESERVOIR","2020","18.554","0.05","374657077033401","","38.781990000000","-77.058354000000","66880","Belle Haven Country Club","active","commercial","51059","Fairfax County"
"59269","vwuds_385318077234501","Surface Water Intake","POND #6","2020","14.3","0.04","385318077234501","","38.871666666700","-77.395833333300","73216","INTERNATIONAL COUNTRY CLUB","active","commercial","51059","Fairfax County"
"59270","vwuds_384515077335002","Well","WELL #1","2020","0.826","0.00","384515077335002","","38.754166666700","-77.563888888900","73849","LINTON HALL SCHOOL","active","commercial","51153","Prince William"
"59273","vwuds_F5870","Surface Water Intake","PRESS FARM POND","2020","0","0.00","F5870","","0.100000000000","0.000000000000","74017","RAY NEWMAN","active","irrigation","51131","Northampton"
"59274","vwuds_384928077295001","Well","WELL #1","2020","2.303","0.01","384928077295001","","38.824444444400","-77.497222222200","73471","CENTREVILLE PLT","active","manufacturing","51059","Fairfax County"
"59275","vwuds_385820077371101","Well","ELYSIAN WELL A1","2020","0.0113","0.00","385820077371101","","39.243642000000","-77.491212000000","73762","LOWER BROAD RUN SERVICE AREA","active","municipal","51107","Loudoun"
"59276","vwuds_385820077371102","Well","ELYSIAN WELL A2 ","2020","7.2299","0.02","385820077371102","","39.247493000000","-77.492843000000","73762","LOWER BROAD RUN SERVICE AREA","active","municipal","51107","Loudoun"
"59280","vwuds_384943077095401","Surface Water Intake","POND","2020","7.2","0.02","384943077095401","","38.828611111100","-77.165000000000","74350","PINECREST GOLF COURSE","active","commercial","51059","Fairfax County"
"59281","vwuds_380324077204801","Well","WELL #4  CEDAR DR","2020","7.4649","0.02","380324077204801","116-00343","38.056666666700","-77.346666666700","67184","Town of Bowling Green Water System","active","municipal","51033","Caroline"
"59282","vwuds_384326077421202","Well","BOTHA WELL","2020","0.74112","0.00","384326077421202","","38.723888888900","-77.703333333300","71646","INDEPENDENT WELLS","active","municipal","51061","Fauquier"
"59283","vwuds_384451077440402","Well","MACRIDGE WELL","2020","6.243119","0.02","384451077440402","","38.747500000000","-77.734444444400","74025","NEW BALTIMORE REGIONAL","active","municipal","51061","Fauquier"
"59284","vwuds_375846077293203","Well","WELL #3  NORTH BOUND","2020","30.3749","0.08","375846077293203","","37.979444444400","-77.492222222200","74449","Caroline County Utility System","active","municipal","51033","Caroline"
"59287","vwuds_383505077465501","Well","MEADOWBROOKE WELL 1","2020","0","0.00","383505077465501","","38.584722222200","-77.781944444400","72504","BEALETON REGIONAL WATER SYSTEM","active","municipal","51061","Fauquier"
"59289","vwuds_383505077465502","Well","MEADOWBROOKE WELL 2","2020","17.6282","0.05","383505077465502","","38.584722222200","-77.781944444400","72504","BEALETON REGIONAL WATER SYSTEM","active","municipal","51061","Fauquier"
"59290","vwuds_385905077270501","Well","WELL #1","2020","1.817","0.00","385905077270501","","38.984722222200","-77.451388888900","73098","STERLING PLANT","active","manufacturing","51107","Loudoun"
"59291","vwuds_385427077401501","Well","WELL #12","2020","0.464","0.00","385427077401501","","38.907500000000","-77.670833333300","74341","BULL RUN SERVICE AREA","active","municipal","51153","Prince William"
"59295","vwuds_382515077251501","Well","WELL #1","2020","1.653","0.00","382515077251501","","38.419166666700","-77.418611111100","73382","STAFFORD PLT","active","manufacturing","51179","Stafford"
"59299","vwuds_380810077205401","Well","DAVIS CAMP WELL #3  PWAT45","2020","1.683","0.00","380810077205401","","38.136111111100","-77.348333333300","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
"59302","vwuds_373724079284701","Well","NATURAL BRIDGE WELL","2020","19.761","0.05","373724079284701","","37.621024213900","-79.483411733300","72180","NATURAL BRIDGE SERVICE AREA","active","municipal","51163","Rockbridge"
"59303","vwuds_385704077431101","Well","WELL #2","2020","5.826","0.02","385704077431101","","38.951111111100","-77.719722222200","74360","MIDDLEBURG SERVICE AREA","active","municipal","51107","Loudoun"
"59304","vwuds_385814077440702","Well","WELL #4  NEED MAP","2020","3.755","0.01","385814077440702","","38.970555555600","-77.735277777800","74360","MIDDLEBURG SERVICE AREA","active","municipal","51107","Loudoun"
"59305","vwuds_384326077421201","Well","VINT HILL WELL #1","2020","3.3961","0.01","384326077421201","","38.723888888900","-77.703333333300","74441","BUCKLAND WATER & SANITATION ASSETS CORPORATION","active","municipal","51061","Fauquier"
"59306","vwuds_384326077421203","Well","VINT HILL WELL #3","2020","14.7007","0.04","384326077421203","","38.723888888900","-77.703333333300","74441","BUCKLAND WATER & SANITATION ASSETS CORPORATION","active","municipal","51061","Fauquier"
"59308","vwuds_385508077394602","Well","WELL #2","2020","0","0.00","385508077394602","","38.918611111100","-77.661944444400","74341","BULL RUN SERVICE AREA","active","municipal","51153","Prince William"
"59317","vwuds_390620077364101","Well","WELL#1 Franklin Park","2020","1.3782","0.00","390620077364101","","39.105555555600","-77.611388888900","73729","FRANKLIN PARK","active","municipal","51107","Loudoun"
"59318","vwuds_373322077310601","Surface Water Intake","JAMES RIVER AND KANAWA CANAL","2020","24519.6","67.18","373322077310601","","37.556111111100","-77.518333333300","73032","RICHMOND (CITY) WTP","active","municipal","51760","Richmond City"
"59319","vwuds_380512078120001","Surface Water Intake","BOWLERS MILL RESERVOIR","2020","2.809","0.01","380512078120001","","38.086666666700","-78.200000000000","456245","LCWA-Louisa Generation LLC (ODEC)","active","fossilpower","51109","Louisa"
"59320","vwuds_380134078112101","Well","GREEN SPRINGS WELL #2","2020","15.14","0.04","380134078112101","","38.009444444400","-78.189166666700","73040","LCWA-Zion Crossroads","active","municipal","51109","Louisa"
"59321","vwuds_375844077562001","Surface Water Intake","NORTHEAST CREEK RESERVOIR","2020","125.727","0.34","375844077562001","","37.978888888900","-77.938888888900","456224","LCWA-Northeast Creek Reservoir System","active","municipal","51109","Louisa"
"59322","vwuds_390821077351801","Well","BEACON HILL WELL C","2020","2.9154","0.01","390821077351801","","39.140381000000","-77.587400000000","73762","LOWER BROAD RUN SERVICE AREA","active","municipal","51107","Loudoun"
"59323","vwuds_385820077371104","Well","ELYSIAN WELL B2  ","2020","2.2808","0.01","385820077371104","","39.244674000000","-77.503425000000","73762","LOWER BROAD RUN SERVICE AREA","active","municipal","51107","Loudoun"
"59324","vwuds_380859077213001","Well","DROP ZONE WELL #1  PWAT33","2020","3.4304","0.01","380859077213001","","38.149722222200","-77.358333333300","90592","Fort A. P. Hill Water System","active","municipal","51033","Caroline"
